chembl_id,name,smiles,first_approval
CHEMBL1200479,Dicyclomine Hydrochloride,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1.Cl,1950.0
CHEMBL1200482,Cefoperazone Sodium,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O.[Na+],1982.0
CHEMBL1200483,Phenmetrazine Hydrochloride,CC1NCCOC1c1ccccc1.Cl,1982.0
CHEMBL1200485,Sorafenib Tosylate,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,2005.0
CHEMBL1200487,Ethacrynate Sodium,C=C(CC)C(=O)c1ccc(OCC(=O)[O-])c(Cl)c1Cl.[Na+],1967.0
CHEMBL1200491,Epinastine Hydrochloride,Cl.NC1=NCC2c3ccccc3Cc3ccccc3N12,2003.0
CHEMBL1200492,Nefazodone Hydrochloride,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.Cl,1994.0
CHEMBL1200493,Naftifine Hydrochloride,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12.Cl,1988.0
CHEMBL1200494,Guanfacine Hydrochloride,Cl.N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,1986.0
CHEMBL1200495,Hydrocortisone Sodium Succinate,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-].[Na+],1955.0
CHEMBL1200496,Calcium,[Ca],1982.0
CHEMBL1200497,Cyclizine Lactate,CC(O)C(=O)O.CN1CCN(C(c2ccccc2)c2ccccc2)CC1,1982.0
CHEMBL1200498,Alatrofloxacin Mesylate,CS(=O)(=O)O.C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]21,1997.0
CHEMBL1200500,Beclomethasone Dipropionate,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,1976.0
CHEMBL1200503,Bromocriptine Mesylate,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CS(=O)(=O)O,1978.0
CHEMBL1200506,Erythromycin Lactobionate,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O.O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,1964.0
CHEMBL1200508,Ioxaglate Meglumine,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1985.0
CHEMBL1200510,Erythromycin Stearate,CCCCCCCCCCCCCCCCCC(=O)O.CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,1964.0
CHEMBL1200514,Demecarium Bromide,CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-].[Br-],1959.0
CHEMBL1200515,Deserpidine,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,1957.0
CHEMBL1200517,Dihydroergotamine Mesylate,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21.CS(=O)(=O)O,1946.0
CHEMBL1200521,Almotriptan Malate,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12.O=C(O)CC(O)C(=O)O,2001.0
CHEMBL1200522,Avobenzone,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,1992.0
CHEMBL1200523,Cefazolin Sodium,Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1.[Na+],1973.0
CHEMBL1200527,Atracurium Besylate,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,1983.0
CHEMBL1200530,Cefoxitin Sodium,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CS[C@@H]21.[Na+],1978.0
CHEMBL1200531,Alfentanil Hydrochloride,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1.Cl,1986.0
CHEMBL1200532,Methdilazine Hydrochloride,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1.Cl,1982.0
CHEMBL1200534,Moexipril Hydrochloride,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O.Cl,1995.0
CHEMBL1200538,Betamethasone Acetate,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1965.0
CHEMBL1200539,Calcium Carbonate,O=C([O-])[O-].[Ca+2],2000.0
CHEMBL1200541,Ambenonium Chloride,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl.[Cl-].[Cl-],1956.0
CHEMBL1200542,Desoxycorticosterone Acetate,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1939.0
CHEMBL1200543,Anileridine Phosphate,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1.O=P(O)(O)O,1982.0
CHEMBL1200544,Cephalexin,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1.O,1971.0
CHEMBL1200545,Diflorasone Diacetate,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1977.0
CHEMBL1200549,Rapacuronium Bromide,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1.[Br-],1999.0
CHEMBL1200550,Antazoline Phosphate,O=P(O)(O)O.c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,1994.0
CHEMBL1200559,Lactic Acid,CC(O)C(=O)O,2006.0
CHEMBL1200560,Guanabenz Acetate,CC(=O)O.N=C(N)N/N=C/c1c(Cl)cccc1Cl,1982.0
CHEMBL1200561,Doxazosin Mesylate,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O,1990.0
CHEMBL1200562,Hydrocortisone Valerate,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1978.0
CHEMBL1200563,Cerivastatin Sodium,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c1-c1ccc(F)cc1.[Na+],1997.0
CHEMBL1200569,Caffeine Citrate,Cn1c(=O)c2c(ncn2C)n(C)c1=O.O=C(O)CC(O)(CC(=O)O)C(=O)O,1999.0
CHEMBL1200570,Meglumine,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1982.0
CHEMBL1200572,Magnesium Oxide,O=[Mg],1982.0
CHEMBL1200574,Sodium Chloride,[Cl-].[Na+],1982.0
CHEMBL1200577,Cysteamine Bitartrate,NCCS.O=C(O)[C@H](O)[C@@H](O)C(=O)O,1994.0
CHEMBL1200578,Theophylline Sodium Glycinate,Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCC(=O)[O-].[Na+],1982.0
CHEMBL1200580,Sulfoxone Sodium,O=S([O-])CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)[O-])cc2)cc1.[Na+].[Na+],1982.0
CHEMBL1200581,Diatrizoate Sodium,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I.[Na+],1954.0
CHEMBL1200582,Aminolevulinic Acid Hydrochloride,Cl.NCC(=O)CCC(=O)O,1999.0
CHEMBL1200584,Aminosalicylate Potassium,Nc1ccc(C(=O)[O-])c(O)c1.[K+],1955.0
CHEMBL1200585,Oxymetholone,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,1972.0
CHEMBL1200586,Prilocaine Hydrochloride,CCCNC(C)C(=O)Nc1ccccc1C.Cl,1965.0
CHEMBL1200588,Clindamycin Hydrochloride,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1.Cl,1970.0
CHEMBL1200592,Desoxycorticosterone Pivalate,CC(C)(C)C(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1982.0
CHEMBL1200595,Chlorphentermine Hydrochloride,CC(C)(N)Cc1ccc(Cl)cc1.Cl,
CHEMBL1200596,Chloroxine,Oc1c(Cl)cc(Cl)c2cccnc12,1976.0
CHEMBL1200597,Etidocaine Hydrochloride,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C.Cl,1976.0
CHEMBL1200598,Diethylstilbestrol Diphosphate,CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1,1982.0
CHEMBL1200599,Difenoxin Hydrochloride,Cl.N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,1978.0
CHEMBL1200600,Fluorometholone,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1972.0
CHEMBL1200601,Naratriptan Hydrochloride,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1.Cl,1998.0
CHEMBL1200604,Tropicamide,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,1960.0
CHEMBL1200606,Mexiletine Hydrochloride,Cc1cccc(C)c1OCC(C)N.Cl,1985.0
CHEMBL1200607,Perflexane,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2002.0
CHEMBL1200609,Paroxetine Mesylate,CS(=O)(=O)O.Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,2003.0
CHEMBL1200610,Loracarbef,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1.O,1991.0
CHEMBL1200612,Dibucaine Hydrochloride,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1.Cl,1982.0
CHEMBL1200613,Tolmetin Sodium,Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1.[Na+],1976.0
CHEMBL1200614,Ioversol,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,1988.0
CHEMBL1200616,Chlorothiazide Sodium,NS(=O)(=O)c1cc2c(cc1Cl)N=C[N-]S2(=O)=O.[Na+],1958.0
CHEMBL1200617,Rimexolone,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1994.0
CHEMBL1200618,Fexofenadine Hydrochloride,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1.Cl,1996.0
CHEMBL1200621,Gemifloxacin Mesylate,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN.CS(=O)(=O)O,2003.0
CHEMBL1200622,Paricalcitol,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C,1998.0
CHEMBL1200623,Ethylestrenol,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,1964.0
CHEMBL1200624,Ethynodiol Diacetate,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,1966.0
CHEMBL1200625,Strontium Chloride Sr 89,[89Sr+2].[Cl-].[Cl-],1993.0
CHEMBL1200627,Propiolactone,O=C1CCO1,1982.0
CHEMBL1200628,Vancomycin Hydrochloride,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O.Cl,1964.0
CHEMBL1200629,Vecuronium Bromide,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1.[Br-],1984.0
CHEMBL1200630,Cysteine Hydrochloride,Cl.N[C@@H](CS)C(=O)O,1986.0
CHEMBL1200632,Clindamycin Palmitate Hydrochloride,CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@@H]([C@H](NC(=O)[C@@H]2C[C@@H](CCC)CN2C)[C@H](C)Cl)O[C@@H]1SC.Cl,1982.0
CHEMBL1200635,Hydrocortamate Hydrochloride,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C.Cl,1956.0
CHEMBL1200636,Cyclobenzaprine Hydrochloride,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21.Cl,1977.0
CHEMBL1200638,Dexbrompheniramine Maleate,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,1963.0
CHEMBL1200641,Cisatracurium Besylate,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,1995.0
CHEMBL1200645,Etoposide Phosphate,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OP(=O)(O)O,1996.0
CHEMBL1200648,Rocuronium Bromide,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1.[Br-],1994.0
CHEMBL1200649,Quinupristin,CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)[C@H](CS[C@@H]3CN4CCC3CC4)CN2C(=O)[C@H](Cc2ccc(N(C)C)cc2)N(C)C(=O)[C@@H]2CCCN2C1=O,1999.0
CHEMBL1200654,Benoxinate Hydrochloride,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N.Cl,1982.0
CHEMBL1200656,Natamycin,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,1978.0
CHEMBL1200659,Enalapril Maleate,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O,1985.0
CHEMBL1200660,Isosorbide,O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,1974.0
CHEMBL1200661,Unoprostone Isopropyl,CCCCCCCC(=O)CC[C@@H]1[C@@H](C/C=C\CCCC(=O)OC(C)C)[C@@H](O)C[C@H]1O,2000.0
CHEMBL1200664,Potassium Lactate,CC(O)C(=O)[O-].[K+],1986.0
CHEMBL1200665,Diphenoxylate Hydrochloride,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1.Cl,1960.0
CHEMBL1200666,Calcipotriene,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,1993.0
CHEMBL1200668,Calcium Chloride,[Ca+2].[Cl-].[Cl-],1982.0
CHEMBL1200672,Cefpiramide Sodium,Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1.[Na+],1989.0
CHEMBL1200673,Xenon Xe 127,[127Xe],1982.0
CHEMBL1200675,Toremifene Citrate,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,1996.0
CHEMBL1200678,Atazanavir Sulfate,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C.O=S(=O)(O)O,2003.0
CHEMBL1200679,Zinc Chloride,[Cl-].[Cl-].[Zn+2],1986.0
CHEMBL1200680,Selenium Sulfide,S=[Se]=S,1951.0
CHEMBL1200681,Montelukast Sodium,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1.[Na+],1998.0
CHEMBL1200682,Sodium Oxybate,O=C([O-])CCCO.[Na+],2002.0
CHEMBL1200685,Xenon Xe 133,[133Xe],1982.0
CHEMBL1200686,Pimecrolimus,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,2001.0
CHEMBL1200688,Erythromycin Ethylsuccinate,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,1965.0
CHEMBL1200689,Nitric Oxide,[N]=O,1999.0
CHEMBL1200691,Magnesium Acetate,CC(=O)[O-].CC(=O)[O-].[Mg+2],1982.0
CHEMBL1200692,Olmesartan Medoxomil,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,2002.0
CHEMBL1200694,Sevoflurane,FCOC(C(F)(F)F)C(F)(F)F,1995.0
CHEMBL1200695,Phenylpropanolamine Hydrochloride,CC(N)C(O)c1ccccc1.Cl,1958.0
CHEMBL1200696,Potassium Perchlorate,[K+].[O-][Cl+3]([O-])([O-])[O-],1974.0
CHEMBL1200699,Doxycycline,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.O,1967.0
CHEMBL1200701,Dicloxacillin Sodium,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+],1968.0
CHEMBL1200703,Chlordiazepoxide Hydrochloride,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1.Cl,1960.0
CHEMBL1200705,Hydroxyamphetamine Hydrobromide,Br.CC(N)Cc1ccc(O)cc1,1969.0
CHEMBL1200706,Aluminum Hydroxide,O[Al](O)O,1983.0
CHEMBL1200707,Benzquinamide Hydrochloride,CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O.Cl,1974.0
CHEMBL1200710,Clomipramine Hydrochloride,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21.Cl,1989.0
CHEMBL1200711,Omega-3-Acid Ethyl Esters,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCC.CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,2004.0
CHEMBL1200712,Evans Blue,Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2c1O.[Na+].[Na+].[Na+].[Na+],1982.0
CHEMBL1200714,Chlormezanone,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,1960.0
CHEMBL1200715,Hexylcaine Hydrochloride,CC(CNC1CCCCC1)OC(=O)c1ccccc1.Cl,1982.0
CHEMBL1200718,Magnesium Hydroxide,[Mg+2].[OH-].[OH-],2000.0
CHEMBL1200721,Estramustine Phosphate Sodium,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-].[Na+].[Na+],1981.0
CHEMBL1200722,Pipecuronium Bromide,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1.[Br-].[Br-],1990.0
CHEMBL1200724,Pseudoephedrine Hydrochloride,CN[C@@H](C)[C@@H](O)c1ccccc1.Cl,1975.0
CHEMBL1200725,Sertaconazole Nitrate,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1.O=[N+]([O-])O,2003.0
CHEMBL1200727,Rubidium Chloride Rb 82,[82Rb+].[Cl-],1989.0
CHEMBL1200728,Guanidine Hydrochloride,Cl.N=C(N)N,1939.0
CHEMBL1200729,Chloramphenicol Sodium Succinate,O=C([O-])CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1.[Na+],1959.0
CHEMBL1200731,Potassium Chloride,[Cl-].[K+],1982.0
CHEMBL1200732,Amcinonide,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,1979.0
CHEMBL1200733,Desflurane,FC(F)OC(F)C(F)(F)F,1992.0
CHEMBL1200734,Fosamprenavir Calcium,CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1.[Ca+2],2003.0
CHEMBL1200735,Moxifloxacin Hydrochloride,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12.Cl,1999.0
CHEMBL1200736,Magnesium Carbonate,O=C([O-])[O-].[Mg+2],1990.0
CHEMBL1200737,Colfosceril Palmitate,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,1990.0
CHEMBL1200743,Ioxaglate Sodium,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)[O-])c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I.[Na+],1985.0
CHEMBL1200744,Sodium Fluoride F 18,[18F-].[Na+],1972.0
CHEMBL1200745,Oxprenolol Hydrochloride,C=CCOc1ccccc1OCC(O)CNC(C)C.Cl,1983.0
CHEMBL1200747,Ammonium Lactate,CC(O)C(=O)O.N,1985.0
CHEMBL1200748,Carbidopa,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O.O,1975.0
CHEMBL1200749,Levobupivacaine Hydrochloride,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl,1999.0
CHEMBL1200750,Promethazine Hydrochloride,CC(CN1c2ccccc2Sc2ccccc21)N(C)C.Cl,1951.0
CHEMBL1200751,Mercaptopurine,O.S=c1[nH]cnc2nc[nH]c12,1953.0
CHEMBL1200756,Pyridoxine Hydrochloride,Cc1ncc(CO)c(CO)c1O.Cl,1982.0
CHEMBL1200757,Pancuronium Bromide,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1.[Br-].[Br-],1972.0
CHEMBL1200758,Ampicillin Sodium,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],1971.0
CHEMBL1200759,Anagrelide Hydrochloride,Cl.O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,1997.0
CHEMBL1200760,Balsalazide Disodium,O=C([O-])CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)[O-])c2)cc1.[Na+].[Na+],2000.0
